initial_token,token_with_border
ряжам,ряжа|м
салеп,сал|еп
узнала,узнал|а
шпорце,шпо|рце
текст,тек|ст
дымку,дым|ку
гумире,гумир|е
сельвы,сел|ьвы
жженья,жжень|я
дурра,дур|ра
топа,топ|а
фэмели,фэмел|и
описям,опися|м
осоку,осо|ку
трутся,трутс|я
агатен,агате|н
убывши,убывш|и
ибиса,ибис|а
дубаю,дуб|аю
пятому,пятом|у
дойрам,дойра|м
прожди,про|жди
разини,раз|ини
сгибав,сгиба|в
сидок,сид|ок
гринин,грини|н
эйплом,эйпл|ом
рафилю,раф|илю
нант,нан|т
дороый,дороы|й
афии,афи|и
петлёю,петлё|ю
гроссе,гро|ссе
спиною,спи|ною
ромах,ром|ах
зольна,зол|ьна
басок,бас|ок
стерв,сте|рв
мазью,мазь|ю
сивым,сивы|м
грязны,гря|зны
малкою,мал|кою
негром,нег|ром
трупам,трупа|м
ехидцу,ехи|дцу
ружью,ружью
цокав,цок|ав
стой,сто|й
помори,пом|ори
акций,акц|ий
извиве,изв|иве
кекам,кека|м
ладили,ладил|и
изучат,изу|чат
сница,сниц|а
охрил,охр|ил
габару,габ|ару
шортам,шорта|м
отгнив,отг|нив
зевнут,зевну|т
завяз,зав|яз
стряся,стр|яся
инрине,инрин|е
проело,про|ело
менаде,менад|е
срядим,сряди|м
папаха,папах|а
дочёл,доч|ёл
лягаю,ляга|ю
жатым,жаты|м
описал,опи|сал
гадисе,гадис|е
меднев,мед|нев
деках,дек|ах
ятимах,ятима|х
длись,длис|ь
пудр,пуд|р
лафиты,лафит|ы
шухова,шухов|а
омоем,омое|м
вактор,вак|тор
зубовы,зуб|овы
гляну,гля|ну
суарес,суаре|с
натёке,нат|ёке
есиным,есины|м
лопаря,лоп|аря
брянцы,бря|нцы
втыкав,втыка|в
карьер,кар|ьер
леча,леч|а
попёк,поп|ёк
юсуфа,юсуф|а
искона,иск|она
чиллер,чилле|р
сердя,сер|дя
нероны,нер|оны
сломав,слома|в
штоса,штос|а
урывай,урыва|й
осечек,осе|чек
архиве,арх|иве
стелек,сте|лек
ульяны,уль|яны
верпом,вер|пом
шамили,шам|или
деймы,дейм|ы
арутах,арута|х
парусу,пар|усу
виден,вид|ен
лайбам,лайба|м
предан,пре|дан
нелии,нел|ии
древке,дре|вке
гатить,гатит|ь
слойку,слойк|у
путную,путну|ю
мифу,миф|у
рахимя,рах|имя
лапай,лап|ай
жёстки,жёстки
вахнёй,вахнё|й
зилей,зиле|й
саржей,сар|жей
учтёте,учтёт|е
ваксил,вакси|л
путах,пут|ах
отпора,отп|ора
юницу,юниц|у
элисам,элиса|м
чепцу,чеп|цу
усилии,уси|лии
сидишь,сидиш|ь
травен,тра|вен
рыжую,рыж|ую
уснули,уснул|и
сикха,сикх|а
надя,над|я
оттеку,отт|еку
хань,хан|ь
адаком,адак|ом
набив,наб|ив
грабен,гра|бен
илюш,илюш
асета,асе|та
нанси,нан|си
сыча,сыч|а
евлахе,евлах|е
рденье,рден|ье
юдиным,юдины|м
мэйле,мэйл|е
кучны,кучн|ы
фунта,фун|та
прочна,про|чна
колюра,колюр|а
бирюк,бир|юк
тасую,тасу|ю
буркаю,бур|каю
надшив,над|шив
выпоит,выпои|т
олеату,олеат|у
зятеву,зятев|у
продую,про|дую
песцов,песцо|в
пугаем,пугае|м
офисов,офисо|в
рысили,рысил|и
дискос,дис|кос
мывшей,мывш|ей
умяру,умяр|у
дуэнье,дуэнь|е
геною,ген|ою
урёмам,урёма|м
ротонд,рот|онд
ощерен,ощере|н
ризой,риз|ой
блещет,блеще|т
агиды,аги|ды
окунев,оку|нев
арунов,аруно|в
чешуи,чеш|уи
пахтай,пах|тай
спасио,спа|сио
рдею,рде|ю
ростям,ростя|м
заслон,зас|лон
житным,житны|м
иегове,иегове
чтивам,чтива|м
хикмет,хикме|т
глея,гле|я
агашею,агаше|ю
клетке,кле|тке
читой,чито|й
впредь,впред|ь
искру,иск|ру
петеры,пет|еры
шатуру,шат|уру
стелюг,сте|люг
домбра,дом|бра
кресай,кре|сай
врагов,враго|в
запоры,зап|оры
пшютов,пшют|ов
ланям,ланя|м
клюкая,клю|кая
шикуют,шикую|т
тех-то,тех-т|о
бестов,бес|тов
альдам,альда|м
бражку,бра|жку
опции,опции
заюлит,заюли|т
шурике,шурик|е
хлопаю,хло|паю
счёса,счёс|а
лазизу,лазиз|у
янгом,янгом
вьюка,вьюк|а
акобе,ако|бе
розеол,роз|еол
бодуне,бодун|е
обскую,обс|кую
жоре,жор|е
охрят,охр|ят
мерка,мер|ка
гатью,гать|ю
тамиры,там|иры
пляжны,пляжн|ы
слащу,сла|щу
рыбное,рыб|ное
пенили,пенил|и
грузе,гру|зе
жижине,жижин|е
щёлкни,щёлкн|и
питьё,пит|ьё
зудой,зудой
тужу,туж|у
цокали,цок|али
котищ,кот|ищ
вносах,вноса|х
дженам,джена|м
синара,син|ара
кмму,кмм|у
хабубы,хабуб|ы
зажмут,заж|мут
пялами,пяла|ми
репеен,репее|н
чуваш,чув|аш
дулями,дулям|и
мирлан,мирла|н
сосцы,сос|цы
15ым,15ы|м
катыки,катык|и
целя,цел|я
гнойно,гно|йно
тёрном,тёрн|ом
тамазу,тамаз|у
иариду,иарид|у
оравам,орава|м
фефёл,фефё|л
астаты,аст|аты
фокиев,фокие|в
обмыл,обм|ыл
клеее,кле|ее
дегра,дег|ра
землищ,зем|лищ
таксем,так|сем
джинса,джи|нса
музыку,муз|ыку
слоних,сло|них
сплине,сплин|е
сарине,сар|ине
кушают,кушаю|т
айшат,айш|ат
унген,унген
мызная,мызна|я
окапан,окапа|н
майору,май|ору
чабре,чабре
удавив,удави|в
ходьбу,ходьб|у
дряблы,дря|блы
дасю,дасю
оттряс,отт|ряс
залифа,зал|ифа
утрачу,утрач|у
прачек,праче|к
юлян,юлян
рэнов,рэно|в
рэнами,рэна|ми
сметаю,сме|таю
керну,кер|ну
шаку,шак|у
медика,мед|ика
арробе,арроб|е
оленьи,оле|ньи
нёсший,нёсш|ий
умащай,умаща|й
замолю,зам|олю
насчёт,нас|чёт
рыск,рыс|к
схопал,схопа|л
аташ,ата|ш
лимфа,лим|фа
шлюзуй,шлюзу|й
вадике,вадик|е
сдутою,сдуто|ю
бахча,бах|ча
фивам,фивам
окоёма,окоём|а
доящей,дояще|й
пожгли,пож|гли
цапину,цапин|у
чабрам,чабра|м
леваку,левак|у
пололи,пол|оли
нудные,нудны|е
кляуз,кля|уз
выпале,вып|але
идеей,иде|ей
хворях,хворя|х
пушица,пушиц|а
дертей,дер|тей
ивон,иво|н
чайных,чайны|х
говору,гов|ору
укорён,укорё|н
операх,опе|рах
ржанке,ржанк|е
найм,най|м
мышцу,мышц|у
усыпая,усы|пая
росине,рос|ине
пело,пел|о
сумкой,сумко|й
азотах,азота|х
зубаре,зуб|аре
южею,юже|ю
афаною,афа|ною
ржевце,ржевц|е
зачем,зач|ем
купчим,куп|чим
цокоты,цок|оты
отрою,отр|ою
вларию,влар|ию
мотеле,мот|еле
скалок,ска|лок
гадиме,гад|име
жарте,жар|те
трухлы,тру|хлы
бужу,буж|у
антуш,ант|уш
тёмный,тёмны|й
басив,бас|ив
невежа,нев|ежа
пятниц,пят|ниц
адроны,адрон|ы
зевали,зев|али
опалов,опа|лов
кушало,кушал|о
эвиею,эвие|ю
поёме,поё|ме
шоркал,шорка|л
боевик,бое|вик
биотой,био|той
ружьях,ружья|х
альпид,аль|пид
ягелях,ягеля|х
цевьём,цевьё|м
драпав,дра|пав
явен,яве|н
козел,коз|ел
ценясь,ценя|сь
лучом,луч|ом
тубусу,тубус|у
нывший,нывши|й
дробим,дро|бим
озарён,озарё|н
гелсия,гел|сия
лаями,лаям|и
набеги,наб|еги
врущее,вруще|е
выманя,вым|аня
дряхни,дряхн|и
шипуя,шип|уя
адэлях,адэля|х
гадюка,гад|юка
музыке,муз|ыке
турику,турик|у
геоиде,геоид|е
блажей,бла|жей
бьютик,бьюти|к
сшибал,сшиба|л
джуна,джу|на
псиное,псино|е
рискни,рискн|и
шлицем,шли|цем
учащай,уча|щай
бураны,бур|аны
абкаре,абкар|е
дурило,дурил|о
гудиму,гуд|иму
бене,бен|е
счёсы,счёс|ы
медней,мед|ней
путам,пут|ам
вабит,ваб|ит
рьяней,рьяне|й
рунней,рунн|ей
витино,витин|о
навага,нав|ага
ажелы,ажелы
втисну,втисн|у
извне,извн|е
узде,узде
эдакое,эдако|е
дождик,дож|дик
порфир,пор|фир
людный,людны|й
яузы,яузы
касбе,кас|бе
кухня,кухн|я
жульет,жул|ьет
везено,везен|о
раисом,раисо|м
скипах,ски|пах
рваным,рваны|м
кипров,кипро|в
биар,биа|р
иридия,ири|дия
лоциям,лоция|м
убогою,убо|гою
казною,каз|ною
бздюхе,бздюх|е
бучь,буч|ь
алычов,алычо|в
лираид,лираи|д
льеже,льеж|е
издало,изд|ало
ишиму,иши|му
залах,зал|ах
амимах,амима|х
дреком,дре|ком
бумах,бум|ах
радоны,рад|оны
втёкши,втёкш|и
мараш,мар|аш
шагин,шаг|ин
криз,кри|з
бычках,бычка|х
аргуру,аргур|у
юнны,юнны
навету,нав|ету
оседл,осе|дл
аннекс,анн|екс
кисе,кис|е
стучит,сту|чит
франтя,фра|нтя
елазам,ела|зам
плевав,пле|вав
ремиду,ремид|у
рассую,рас|сую
обозно,обо|зно
вылило,вылил|о
миллю,мил|лю
донору,дон|ору
надии,над|ии
яннин,яннин
ажиме,ажим|е
пихт,пих|т
бутузу,бут|узу
токари,ток|ари
инсафы,инсаф|ы
готике,готик|е
айхуой,айхуо|й
штаб,шта|б
вдутый,вдуты|й
секста,сек|ста
торюсь,торю|сь
улусы,улу|сы
аврела,авр|ела
факом,фак|ом
сотыми,сотым|и
забашу,заб|ашу
пялят,пяля|т
апелию,апели|ю
виссон,вис|сон
инаид,ина|ид
номосу,номос|у
виоров,виоро|в
драна,дра|на
фигова,фигов|а
йованы,йованы
магиды,магид|ы
смитра,смитр|а
жахаю,жаха|ю
копте,коп|те
галиев,гал|иев
перьям,перья|м
прель,пре|ль
этелин,этели|н
градус,гра|дус
койкой,койкой
катись,катис|ь
тибы,тиб|ы
бабру,баб|ру
дюна,дюна
апория,апори|я
оплети,опл|ети
гордее,гор|дее
курвищ,кур|вищ
жучкой,жуч|кой
усатый,усаты|й
пылал,пыл|ал
велюкс,вел|юкс
разъем,раз|ъем
ротна,ротн|а
бельки,бел|ьки
диспаш,дис|паш
иноку,ино|ку
бортах,борта|х
герии,гер|ии
карого,карог|о
лажна,лажн|а
мажу,маж|у
базиса,баз|иса
зайгой,зайго|й
сами,сам|и
пилаву,пил|аву
килоом,килоо|м
старец,ста|рец
лимбой,лим|бой
бурою,бур|ою
аджиев,аджие|в
полое,пол|ое
смерче,сме|рче
дымная,дымна|я
умяры,умяр|ы
нобили,нобили
шумами,шумам|и
стопка,стопк|а
шторны,шторн|ы
монета,мон|ета
европу,евр|опу
отомну,ото|мну
ресин,рес|ин
лэрды,лэрд|ы
хакане,хакан|е
адиям,ади|ям
тютях,тютя|х
ламуты,ламут|ы
твинам,твина|м
туфовы,туфов|ы
увидим,увиди|м
чаткал,чатка|л
черкни,чер|кни
фыркал,фырка|л
пони,пон|и
млека,мле|ка
влитом,влито|м
кисках,киска|х
пилу,пил|у
ахмяру,ахмяр|у
фондом,фон|дом
бореям,борея|м
люблин,люб|лин
вилтам,вилта|м
щедрые,щедры|е
чающих,чающи|х
рафиму,рафим|у
горших,гор|ших
доений,доени|й
ицхаки,ицхак|и
матине,мат|ине
борея,бор|ея
днищ,днищ
хрупко,хрупк|о
воины,вои|ны
кружил,кружи|л
нёбное,нёбно|е
рутины,рут|ины
фактик,фак|тик
сочней,соч|ней
лагоде,лаг|оде
ловле,лов|ле
гейдар,гей|дар
лжецу,лжец|у
заиках,заи|ках
асифа,асиф|а
урумчи,урумч|и
соломе,сол|оме
гутам,гут|ам
амер,аме|р
таисии,таи|сии
душной,душ|ной
свича,сви|ча
адолям,адоля|м
движку,движк|у
брата,бра|та
утёсов,утё|сов
тилосы,тилос|ы
бодрой,бод|рой
дочиня,дочин|я
долина,дол|ина
вечное,веч|ное
аллару,аллар|у
хаяны,хаян|ы
маеру,маеру
массов,мас|сов
азеллу,азелл|у
смыля,смы|ля
форту,фор|ту
иодиды,иодид|ы
щучины,щучин|ы
азик,ази|к
удином,удино|м
мажар,маж|ар
айяну,айян|у
азалий,аза|лий
вьюги,вью|ги
кофеым,кофеы|м
секция,сек|ция
захиры,зах|иры
баста,бас|та
ударив,удари|в
ксива,ксив|а
крылач,кры|лач
ракше,ракш|е
жорах,жора|х
ужалив,ужа|лив
будкой,будко|й
лайбе,лайб|е
смычек,смы|чек
лечены,лечен|ы
вехами,веха|ми
яснеет,яснее|т
торгую,торгу|ю
жирком,жир|ком
глухие,глу|хие
крови,кро|ви
бэль,бэль
крысят,кры|сят
акомам,акома|м
амере,аме|ре
жёлчах,жёлча|х
пельше,пельш|е
укусят,укуся|т
бидзин,бидзи|н
горная,гор|ная
зажила,заж|ила
анан,ана|н
резнув,рез|нув
реею,рее|ю
хенина,хенин|а
бутыни,бутын|и
тунгом,тун|гом
дугою,дуг|ою
порыщи,пор|ыщи
роняй,роня|й
учащён,учащё|н
напито,нап|ито
иловей,илове|й
напаек,нап|аек
немкам,нем|кам
адула,аду|ла
ашоке,ашок|е
сковки,сковк|и
урины,урины
зяблая,зябла|я
уметут,умету|т
алгонк,алг|онк
нюню,нюню
зосиме,зос|име
затеет,зат|еет
задни,зад|ни
барыям,барыя|м
блукав,блука|в
аввах,аввах
покоря,пок|оря
авар,ава|р
алиула,али|ула
чешите,чешит|е
мюльна,мюльн|а
моруле,морул|е
яине,яин|е
номами,номам|и
окуням,окуня|м
пенное,пенно|е
зимние,зим|ние
азомат,азома|т
птиц,пти|ц
лупой,луп|ой
тангир,тан|гир
иридам,ирида|м
алияну,алиян|у
ложек,лож|ек
баграй,баг|рай
бабуна,бабун|а
стаях,ста|ях
кусищу,кус|ищу
терпя,тер|пя
пялок,пял|ок
оттёка,отт|ёка
сочтём,сочтё|м
ивушку,ивушк|у
жизель,жизел|ь
шипка,шип|ка
сотках,сот|ках
сигуам,сигуа|м
танкер,тан|кер
фазире,фаз|ире
шошею,шоше|ю
алясов,алясо|в
елзу,елзу
комрат,комра|т
пегом,пегом
арар,ара|р
отымай,отыма|й
люрии,люр|ии
афилах,афила|х
сестры,сес|тры
вмотан,вмота|н
озерск,озе|рск
обед,обе|д
пьянел,пья|нел
роль,рол|ь
сухины,сух|ины
адри,адр|и
фелюга,фелюг|а
монстр,мон|стр
алесам,але|сам
опоив,опои|в
ободря,обо|дря
обжита,обж|ита
флором,фло|ром
мявши,мявш|и
панаем,пан|аем
чалили,чалил|и
аденой,аде|ной
юкерах,юкера|х
ссечёт,ссечё|т
гапий,гапи|й
canon,canon
ирисов,ири|сов
дарует,даруе|т
люсиль,люсил|ь
зияду,зияд|у
правил,пра|вил
папули,пап|ули
эрлену,эрлен|у
бесе,бес|е
таялке,таялк|е
чертях,чер|тях
свалах,свала|х
стожа,сто|жа
спите,спи|те
велиая,велиа|я
отнюдь,отнюд|ь
оборет,обо|рет
крезу,кре|зу
омыть,омыт|ь
ручей,руч|ей
лилян,лил|ян
анджей,анд|жей
ляйля,ляйл|я
белева,бел|ева
асмату,асмат|у
гуляет,гул|яет
пням,пня|м
мелило,мелил|о
кочках,коч|ках
сангою,санго|ю
аварам,авара|м
гофрят,гофря|т
сауэра,сауэр|а
салюты,сал|юты
седина,седин|а
айсею,айс|ею
годами,годам|и
харисы,хар|исы
тротам,трота|м
аттамы,аттам|ы
басом,бас|ом
качнут,качн|ут
ахимом,ахимо|м
клушей,клуше|й
акиву,акив|у
алфида,алфид|а
каяком,каяко|м
юнусах,юнуса|х
такт,так|т
плисом,плисо|м
уловна,уловн|а
алуру,алур|у
авилах,авила|х
паиваю,паива|ю
аркамы,арк|амы
дорыла,дорыл|а
баяв,бая|в
волчке,вол|чке
шахуя,шах|уя
жулю,жул|ю
русне,русн|е
скрыли,скрыл|и
ширм,шир|м
мнимым,мнимы|м
омоном,омо|ном
эпифит,эпи|фит
чату,чату
моном,мон|ом
чёсам,чёсам
занулю,зан|улю
валы,вал|ы
сожгу,сож|гу
ползут,пол|зут
уходим,уходи|м
легчу,лег|чу
амфоры,амф|оры
умоляй,умо|ляй
спряла,спрял|а
иегов,иегов
старцу,ста|рцу
балуем,бал|уем
томару,том|ару
росным,росны|м
асхару,асхар|у
муар,муа|р
лесть,лес|ть
лачына,лачын|а
крупу,кру|пу
авезу,авез|у
былях,быля|х
арапам,ара|пам
ширмы,шир|мы
орлица,орл|ица
обухи,обу|хи
вань,ван|ь
орлану,орлан|у
умаем,умае|м
айхане,айхан|е
дебиту,деб|иту
тембры,тем|бры
отдуть,отдут|ь
распря,рас|пря
эдема,эдем|а
золись,зол|ись
шорох,шор|ох
ерунда,еру|нда
бздели,бздел|и
корнил,кор|нил
узлу,узл|у
юхнову,юхнов|у
флюзах,флюза|х
голюке,голюк|е
хлеще,хле|ще
рыбен,рыб|ен
аксон,акс|он
милуй,мил|уй
отвоет,отв|оет
уссури,уссури
варила,вар|ила
ткался,ткалс|я
сандип,сан|дип
мелике,мел|ике
шяуляй,шяуля|й
взвыв,взв|ыв
миноры,мин|оры
чикали,чикал|и
ключей,клю|чей
рона,рон|а
комод,ком|од
геня,ген|я
шевро,шев|ро
пищику,пищик|у
пахры,пах|ры
мирчей,мир|чей
кровно,кро|вно
скитах,ски|тах
маете,маете
айдара,айд|ара
запоив,запои|в
навощи,нав|ощи
сонями,соня|ми
гюрзам,гюрза|м
лесе,лес|е
стылом,стыло|м
ебкая,ебка|я
ожила,ожил|а
анкины,анкин|ы
майану,майан|у
подаст,под|аст
пшатах,пшата|х
демон,дем|он
адешем,адеше|м
продух,про|дух
крузе,кру|зе
троса,тро|са
улепят,улепя|т
10ым,10ы|м
ренова,рен|ова
ершены,ершен|ы
аорту,аор|ту
повой,пов|ой
отдою,отд|ою
зрей,зре|й
взятья,взять|я
фертам,ферта|м
пускаю,пус|каю
волоф,вол|оф
голуби,гол|уби
ожгись,ожгис|ь
спряг,спр|яг
жгунах,жгуна|х
халиту,хал|иту
скурив,ску|рив
иркуты,ирк|уты
шкурю,шку|рю
оперил,опе|рил
ойкал,ойка|л
галиду,гал|иду
гетрах,гетра|х
аникию,ани|кию
футере,фут|ере
сумину,сум|ину
заеден,зае|ден
древа,дре|ва
вылижи,выл|ижи
азода,азод|а
вустю,вуст|ю
чишма,чишма
чипы,чипы
каталь,кат|аль
арщак,арщак
иманта,имант|а
цаддик,цадди|к
rеmy,rеmy
отдай,отд|ай
акыра,акыр|а
кингах,кинга|х
мякших,мякши|х
срыгни,срыгн|и
мутило,мутил|о
соромы,сором|ы
денам,ден|ам
мазчик,мазчи|к
ценоза,цен|оза
лисках,лиска|х
пневая,пне|вая
топыми,топым|и
дарьи,дар|ьи
молвим,мол|вим
плывём,плывё|м
айресе,айрес|е
ниола,ниол|а
royal,royal
провру,про|вру
извиня,изв|иня
укрыв,укр|ыв
гениус,ген|иус
дурищу,дурищ|у
евинии,евини|и
хабибы,хаб|ибы
кринов,кри|нов
ханане,ханан|е
дивным,дивны|м
ершах,ерш|ах
обилуя,обилу|я
точка,точ|ка
урюпу,урю|пу
анзией,анзие|й
браги,бра|ги
окот,око|т
филате,фил|ате
дебош,деб|ош
шмякай,шмяка|й
ятвяге,ятвяг|е
зомби,зомб|и
шкиву,шкив|у
чтило,чтил|о
плачею,пла|чею
хромая,хро|мая
пусков,пус|ков
фенией,фение|й
рамах,рам|ах
зубрит,зуб|рит
бивши,бивш|и
ревант,рев|ант
котовы,кот|овы
рашеде,раш|еде
джонса,джо|нса
дебора,дебор|а
хариты,хар|иты
футу,фут|у
гаэлом,гаэло|м
ахияде,ахияд|е
обутей,обуте|й
миньке,миньк|е
путче,пут|че
измите,измит|е
намаз,нам|аз
мывшее,мывш|ее
олива,оли|ва
рунны,рунн|ы
палубу,пал|убу
засеве,зас|еве
аухата,аухат|а
обняло,обнял|о
ларике,ларик|е
худуща,худущ|а
огрей,огр|ей
арсону,арсон|у
скоций,скоци|й
мокну,мокн|у
всему,все|му
эдели,эдели
дрозде,дро|зде
жоме,жом|е
метать,мет|ать
гафеля,гафел|я
айсел,айс|ел
чудною,чуд|ною
рогуля,рог|уля
реплик,реп|лик
шяуляю,шяуля|ю
вульве,вульв|е
харкая,харка|я
влачив,влачи|в
литым,литы|м
аьевне,аьевн|е
азизов,азизо|в
ей-ей,ей-е|й
нюнину,нюнин|у
ораву,ора|ву
хлебу,хле|бу
задал,зад|ал
понёву,понёв|у
саввям,саввя|м
габаше,габ|аше
ашере,ашер|е
люэс,люэс
аргена,арг|ена
культы,кул|ьты
гнусна,гну|сна
сондру,сондр|у
бежко,беж|ко
ясли,ясли
мчим,мчим
алитту,алитт|у
вираж,вир|аж
гейям,гейя|м
аскяре,аскяр|е
покуй,пок|уй
выкрав,вык|рав
паране,пар|ане
икаете,ика|ете
всасах,всаса|х
леся,лес|я
икарам,икара|м
пропил,про|пил
ноля,ноля
калеве,кал|еве
чавыча,чавыча
пезу,пезу
гипсом,гип|сом
олэсей,олэсе|й
полезу,пол|езу
бишкек,бишкек
ашуром,ашуро|м
санома,сан|ома
ляилей,ляиле|й
юрлову,юрлову
клята,кля|та
ваджиб,вад|жиб
хуану,хуану
юнию,юни|ю
обора,обо|ра
дубят,дуб|ят
пилоты,пил|оты
пакли,пак|ли
кидают,кидаю|т
ибицею,ибице|ю
алкмар,алкма|р
ёжимый,ёжимы|й
азафам,азафа|м
своя,сво|я
адьгам,адьга|м
мелишь,мелиш|ь
ресины,рес|ины
дуны,дун|ы
давили,дав|или
сварил,сва|рил
трегуб,тре|губ
клюку,клю|ку
сейме,сей|ме
грифон,гри|фон
изныли,изныл|и
пухлые,пухлы|е
диасах,диа|сах
беглее,бег|лее
чечены,чеч|ены
сонину,сонин|у
гоэлро,гоэлр|о
тисов,тис|ов
фоту,фот|у
панаша,панаш|а
серифа,сер|ифа
максом,максо|м
ищешь,ищеш|ь
аппазе,аппаз|е
оганез,ога|нез
смелый,смелы|й
фрукты,фру|кты
зигов,зиг|ов
косном,кос|ном
мчусь,мчу|сь
дакке,дакк|е
соплю,соп|лю
жившим,живши|м
беляна,бел|яна
майпо,майп|о
кошниц,кошни|ц
нагну,наг|ну
резвей,рез|вей
вросши,вросш|и
скифов,ски|фов
тянь,тян|ь
худшую,худш|ую
пипку,пипк|у
ежах,ежах
сдирал,сдира|л
кирами,кирам|и
шеки,шек|и
артосу,артос|у
эклеры,эклер|ы
ленине,лен|ине
иманты,имант|ы
выпор,вып|ор
дувре,дувр|е
тофича,тофич|а
щуплы,щуп|лы
ориксе,орикс|е
навоям,навоя|м
вагифу,вагиф|у
агофьи,агофь|и
синеок,син|еок
прялки,прялк|и
вилене,вил|ене
куплет,куп|лет
ройна,ройн|а
пармца,пармц|а
аськи,аськ|и
тагуан,тагуа|н
тубусы,тубус|ы
блонды,бло|нды
агорою,агоро|ю
груз,гру|з
анэлям,анэля|м
взмахе,взм|ахе
шуйски,шуйск|и
гейю,гей|ю
отбила,отбил|а
хулой,хуло|й
шорням,шорня|м
ривгош,ривго|ш
гориев,горие|в
кирби,кирб|и
осушек,осу|шек
посечь,пос|ечь
уделам,удела|м
чащины,чащин|ы
аноид,ано|ид
визги,виз|ги
прячут,прячу|т
ирэк,ирэк
эннета,эннет|а
филёре,филёр|е
прилип,при|лип
томках,томка|х
сечёшь,сечёш|ь
согрев,сог|рев
позлим,позли|м
давкам,давка|м
топые,топ|ые
снобу,сно|бу
анкою,анк|ою
жалобе,жал|обе
ролями,роля|ми
андону,андон|у
идише,идиш|е
пиктов,пик|тов
окоте,око|те
лусе,лусе
балдей,бал|дей
тюлевы,тюлев|ы
пиковы,пиков|ы
орошал,оро|шал
секшую,секш|ую
баните,банит|е
тощего,тощег|о
задари,зад|ари
деевы,деев|ы
осмоле,осм|оле
ступив,сту|пив
ушит,уши|т
корчею,кор|чею
льны,льн|ы
ввезёт,ввезё|т
брёвен,брёве|н
забыли,забыл|и
сдвиге,сдв|иге
флёром,флёро|м
нёбней,нёбн|ей
артан,арт|ан
лембит,лемби|т
азафу,азаф|у
овсам,овс|ам
безику,безик|у
фокою,фок|ою
гукеры,гукер|ы
шедам,шеда|м
вкусна,вку|сна
портам,пор|там
чухины,чухин|ы
федосе,фед|осе
латуни,лат|уни
гареве,гар|еве
драв,дра|в
иржах,иржа|х
прямую,пря|мую
кушаю,куш|аю
бакире,бакир|е
эрзю,эрз|ю
кански,канск|и
ратиму,ратим|у
квачи,ква|чи
укруту,укр|уту
чикала,чикал|а
откупу,отк|упу
-телые,-тел|ые
агресы,агр|есы
этидию,этиди|ю
мисник,мисни|к
перцах,перца|х
аманию,ама|нию
потехи,пот|ехи
тенях,тен|ях
гилики,гил|ики
гизелл,гиз|елл
брад,бра|д
бривши,бривш|и
атар,ата|р
скос,ско|с
сунься,суньс|я
жидяры,жидяр|ы
бель,бел|ь
клаем,клае|м
живима,живим|а
дамах,дам|ах
учёсах,учёса|х
имгрэ,имгрэ
сабже,сабж|е
надыма,над|ыма
мезим,мези|м
яхонт,яхонт
снобом,сно|бом
тупишь,тупиш|ь
орарях,ораря|х
прожог,про|жог
досаде,дос|аде
сенцо,сен|цо
рвёте,рвёт|е
заимею,заиме|ю
чекуши,чек|уши
оралам,ора|лам
ощути,ощу|ти
поимою,пои|мою
потоку,пот|оку
чиксам,чикса|м
надело,над|ело
агамы,ага|мы
чикаем,чикае|м
новою,нов|ою
ерса,ерс|а
крякве,крякв|е
вперим,впери|м
клейся,кле|йся
резав,рез|ав
бесима,бесим|а
свахою,свахо|ю
квохчу,квохч|у
жилкой,жил|кой
силым,силы|м
тряпьё,тря|пьё
пурге,пур|ге
омбре,омбре
накурю,нак|урю
гуавой,гуаво|й
дискуй,дис|куй
шибера,шибер|а
14ми,14ми
вопиют,вопию|т
утят,утя|т
ампир,амп|ир
впарив,впа|рив
кирана,киран|а
донат,дон|ат
эгидой,эгидо|й
плешку,пле|шку
армэн,армэ|н
югина,югин|а
туломе,тулом|е
отлаем,отлае|м
ляпаны,ляпан|ы
скоса,ско|са
зигу,зиг|у
латный,латны|й
левиях,левия|х
умаял,умая|л
повету,пов|ету
бударе,буд|аре
огибав,оги|бав
муруга,муруг|а
видалы,вид|алы
фуфырь,фуф|ырь
ляпине,ляп|ине
местам,места|м
холера,хол|ера
хапай,хап|ай
габите,габ|ите
плоден,плоде|н
крючив,крю|чив
залёты,зал|ёты
ридам,рида|м
сеткам,сетка|м
словам,сло|вам
пальпу,пал|ьпу
адеров,адеро|в
сгибни,сгибн|и
аммаре,аммар|е
жгучею,жгуч|ею
двоя,дво|я
зрячую,зрячу|ю
усенка,усенк|а
лайкам,лай|кам
ступне,сту|пне
прячем,пря|чем
отъята,отъят|а
палыче,палыч|е
пироны,пир|оны
жомом,жом|ом
тугою,туг|ою
тягол,тяг|ол
боярке,боя|рке
дону,дон|у
облажу,обл|ажу
стансе,станс|е
доение,доени|е
сокет,сок|ет
вендам,венда|м
шпарки,шпарк|и
нэлей,нэле|й
логове,лог|ове
жестям,жес|тям
чинных,чинны|х
евгену,евг|ену
трубок,тру|бок
тайке,тай|ке
эннана,эннан|а
смена,сме|на
хрюках,хрю|ках
супин,суп|ин
ляпа,ляп|а
качому,качо|му
вышняя,вышня|я
свирок,свиро|к
сагово,саг|ово
берме,бер|ме
фоткам,фотка|м
вдовиц,вдо|виц
верею,вер|ею
пилёно,пилён|о
быдгощ,быдгощ
шинам,шина|м
ниллу,нилл|у
пасма,пас|ма
курвою,курво|ю
